title,release_date,popularity,vote_average,genre_ids,genre_names,type
Sleepy Hollow,16/09/2013,359.511,7.411,"[18, 9648, 10765]","Drama, Mystery, Sci-Fi & Fantasy",tvshow
Sesame Street,10/11/1969,358.885,7.121,"[10762, 35]","Kids, Comedy",tvshow
Sesame Street,10/11/1969,358.885,7.121,"[10762, 35]","Kids, Comedy",tvshow
Without a Trace,26/09/2002,356.603,7.3,"[80, 9648, 10759, 18]","Crime, Mystery, Action & Adventure, Drama",tvshow
Farscape,19/03/1999,355.929,7.866,"[10765, 10759, 18]","Sci-Fi & Fantasy, Action & Adventure, Drama",tvshow
I Love Lucy,15/10/1951,354.521,7.993,"[35, 10751]","Comedy, Family",tvshow
I Love Lucy,15/10/1951,354.521,7.993,"[35, 10751]","Comedy, Family",tvshow
Sons of Anarchy,03/09/2008,354.206,8.43,"[80, 18]","Crime, Drama",tvshow
Sons of Anarchy,03/09/2008,354.206,8.43,"[80, 18]","Crime, Drama",tvshow
Alex Wagner Tonight,16/08/2022,354.134,2.0,"[10763, 10767]","News, Talk",tvshow
America's Next Top Model,20/05/2003,354.118,5.3,[10764],Reality,tvshow
Jimmy Kimmel Live!,26/01/2003,353.816,5.521,"[10767, 35]","Talk, Comedy",tvshow
Marvel's The Punisher,17/11/2017,353.611,8.117,"[10759, 80, 18]","Action & Adventure, Crime, Drama",tvshow
12 Monkeys,16/01/2015,353.256,7.408,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
12 Monkeys,16/01/2015,353.256,7.408,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Nevers,11/04/2021,352.812,8.09,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
Empire,07/01/2015,351.894,7.166,[18],Drama,tvshow
UFO,16/09/1970,350.66,7.861,"[10765, 18, 10759, 99]","Sci-Fi & Fantasy, Drama, Action & Adventure, Documentary",tvshow
Vinyl,14/02/2016,350.55,7.036,[18],Drama,tvshow
FBI,25/09/2018,349.438,7.915,"[80, 10759, 18]","Crime, Action & Adventure, Drama",tvshow
Hart of Dixie,26/09/2011,349.332,7.386,"[35, 18]","Comedy, Drama",tvshow
Ghost Adventures,17/10/2008,349.117,7.758,[10764],Reality,tvshow
Salvation,12/07/2017,348.753,6.561,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
Salvation,12/07/2017,348.753,6.561,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
Humans,14/06/2015,348.289,7.475,"[10765, 18, 9648]","Sci-Fi & Fantasy, Drama, Mystery",tvshow
Blue Bloods,24/09/2010,348.263,7.751,"[18, 80]","Drama, Crime",tvshow
Home and Away,17/01/1988,347.975,6.3,"[18, 10766]","Drama, Soap",tvshow
Outsiders,26/01/2016,346.276,6.516,[18],Drama,tvshow
Outsiders,26/01/2016,346.276,6.516,[18],Drama,tvshow
PAW Patrol,12/08/2013,346.258,6.965,"[16, 10762]","Animation, Kids",tvshow
I Am Groot,10/08/2022,344.55,7.188,"[16, 35, 10751, 10765, 10762]","Animation, Comedy, Family, Sci-Fi & Fantasy, Kids",tvshow
I Am Groot,10/08/2022,344.55,7.188,"[16, 35, 10751, 10765, 10762]","Animation, Comedy, Family, Sci-Fi & Fantasy, Kids",tvshow
Van der Valk,01/06/2020,343.769,6.059,"[80, 18]","Crime, Drama",tvshow
Van der Valk,01/06/2020,343.769,6.059,"[80, 18]","Crime, Drama",tvshow
Van der Valk,01/06/2020,343.769,6.059,"[80, 18]",Drama,tvshow
Van der Valk,13/09/1972,98.063,5.6,[18],"Crime, Drama",tvshow
Van der Valk,13/09/1972,98.063,5.6,[18],"Crime, Drama",tvshow
Van der Valk,13/09/1972,98.063,5.6,[18],Drama,tvshow
L.A.'s Finest,13/05/2019,343.117,7.122,"[80, 18]","Crime, Drama",tvshow
Elementary,27/09/2012,342.117,7.584,"[18, 9648, 80]","Drama, Mystery, Crime",tvshow
Elementary,27/09/2012,342.117,7.584,"[18, 9648, 80]","Drama, Mystery, Crime",tvshow
On Patrol: First Shift,12/08/2022,341.757,6.7,"[99, 80, 10764]","Documentary, Crime, Reality",tvshow
WWE Raw,11/01/1993,340.99,6.6,[10764],Reality,tvshow
Prison Break,29/08/2005,340.842,8.086,"[10759, 80, 18]","Action & Adventure, Crime, Drama",tvshow
Prison Break,29/08/2005,340.842,8.086,"[10759, 80, 18]","Action & Adventure, Crime, Drama",tvshow
The Love Boat,24/09/1977,340.772,6.275,"[18, 35]","Drama, Comedy",tvshow
Glitch,09/07/2015,339.934,6.724,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
Glitch,09/07/2015,339.934,6.724,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
The Vampire Diaries,10/09/2009,336.91,8.337,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
Interview with the Vampire,02/10/2022,336.632,7.3,[18],Drama,tvshow
Bizaardvark,24/06/2016,336.301,7.1,"[10751, 35]","Family, Comedy",tvshow
Arnold,07/06/2023,336.039,7.954,[99],Documentary,tvshow
Angie Tribeca,17/01/2016,336.014,6.5,"[35, 10759, 80]","Comedy, Action & Adventure, Crime",tvshow
Y: The Last Man,13/09/2021,335.856,6.924,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Late Show with Stephen Colbert,08/09/2015,335.558,6.525,"[35, 10767]","Comedy, Talk",tvshow
Blindspot,21/09/2015,334.916,7.375,"[80, 18, 10759]","Crime, Drama, Action & Adventure",tvshow
Everybody Loves Raymond,13/09/1996,334.408,6.778,[35],Comedy,tvshow
It,18/11/1990,333.326,6.908,"[9648, 18]","Mystery, Drama",tvshow
The A-Team,23/01/1983,331.403,7.462,"[10759, 35, 80]","Action & Adventure, Comedy, Crime",tvshow
Face Off,26/01/2011,330.971,7.2,[10764],Reality,tvshow
Face Off,26/01/2011,330.971,7.2,[10764],Reality,tvshow
It's Always Sunny in Philadelphia,04/08/2005,330.525,8.307,[35],Comedy,tvshow
Full House,22/09/1987,330.237,7.5,"[35, 10751]","Comedy, Family",tvshow
My Lottery Dream Home,07/03/2015,329.968,5.8,[10764],Reality,tvshow
Match of the Day 2,15/08/2004,329.941,5.8,"[10767, 10763]","Talk, News",tvshow
The Philco Television Playhouse,03/10/1948,328.39,5.6,[18],Drama,tvshow
Mission: Impossible,17/09/1966,327.618,7.604,"[10759, 80, 18, 9648]","Action & Adventure, Crime, Drama, Mystery",tvshow
Mission: Impossible,23/10/1988,46.214,7.527,"[18, 10759, 80]","Action & Adventure, Crime, Drama, Mystery",tvshow
NYPD Blue,21/09/1993,327.585,7.008,[18],Drama,tvshow
Community,17/09/2009,327.429,7.979,[35],Comedy,tvshow
Red vs. Blue,01/04/2003,326.926,7.445,"[16, 35, 10765]","Animation, Comedy, Sci-Fi & Fantasy",tvshow
The Crown,04/11/2016,326.663,8.224,[18],Drama,tvshow
Billions,17/01/2016,326.236,7.8,[18],Drama,tvshow
Euphoria,16/06/2019,324.238,8.326,[18],Drama,tvshow
Euphoria,16/06/2019,324.238,8.326,[18],Drama,tvshow
Ghosts,07/10/2021,322.639,7.801,[35],"Comedy, Sci-Fi & Fantasy",tvshow
Ghosts,07/10/2021,322.639,7.801,[35],Comedy,tvshow
Ghosts,15/04/2019,244.337,8.057,"[35, 10765]","Comedy, Sci-Fi & Fantasy",tvshow
Ghosts,15/04/2019,244.337,8.057,"[35, 10765]",Comedy,tvshow
Shooter,15/11/2016,322.2,7.1,"[10759, 10768, 18, 80]","Action & Adventure, War & Politics, Drama, Crime",tvshow
Prisoner: Cell Block H,27/02/1979,320.491,7.5,"[10766, 18]","Soap, Drama",tvshow
Black Sails,25/01/2014,320.361,7.58,"[18, 10759]","Drama, Action & Adventure",tvshow
Black Sails,25/01/2014,320.361,7.58,"[18, 10759]","Drama, Action & Adventure",tvshow
The Andy Griffith Show,03/10/1960,320.273,7.5,"[35, 10751]","Comedy, Family",tvshow
Krypton,21/03/2018,320.259,7.13,"[10759, 18, 10765]","Action & Adventure, Drama, Sci-Fi & Fantasy",tvshow
Jane the Virgin,13/10/2014,318.926,7.913,"[35, 18]","Comedy, Drama",tvshow
Desperate Housewives,03/10/2004,317.466,7.931,"[9648, 18, 35]","Mystery, Drama, Comedy",tvshow
The Flying Doctors,15/05/1986,317.119,6.5,[18],Drama,tvshow
Altered Carbon,02/02/2018,317.03,7.7,[10765],Sci-Fi & Fantasy,tvshow
24: Legacy,05/02/2017,316.741,6.1,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
Person of Interest,22/09/2011,316.671,8.1,"[18, 10759, 80, 10765]","Drama, Action & Adventure, Crime, Sci-Fi & Fantasy",tvshow
Henry Danger,26/07/2014,315.121,8.25,"[35, 10751, 10762, 18]","Comedy, Family, Kids, Drama",tvshow
MECH-X4,11/11/2016,314.855,7.9,"[10765, 35, 10751]","Sci-Fi & Fantasy, Comedy, Family",tvshow
Sex and the City,06/06/1998,314.675,7.41,"[35, 18]","Comedy, Drama",tvshow
The Amazing World of Gumball,03/05/2011,314.622,8.5,"[16, 10751, 10765, 35]","Animation, Family, Sci-Fi & Fantasy, Comedy",tvshow
Bewitched,17/09/1964,314.603,7.889,"[10765, 35, 10751, 18]","Sci-Fi & Fantasy, Comedy, Family, Drama",tvshow
1923,18/12/2022,312.221,8.165,"[18, 37]","Drama, Western",tvshow
Bates Motel,18/03/2013,312.053,8.088,"[18, 80, 9648]","Drama, Crime, Mystery",tvshow
Wings,19/04/1990,311.746,6.842,"[35, 18]","Comedy, Drama",tvshow
Wings,19/04/1990,311.746,6.842,"[35, 18]","Comedy, Drama",tvshow
ALF,22/09/1986,311.338,7.675,"[10751, 35, 18]","Family, Comedy, Drama",tvshow
Shots Fired,22/03/2017,311.317,6.0,"[80, 18]","Crime, Drama",tvshow
Project Runway All Stars,05/01/2012,311.28,6.8,[10764],Reality,tvshow
Project Runway All Stars,05/01/2012,311.28,6.8,[10764],Reality,tvshow
Degrassi,14/10/2001,307.876,7.717,[18],Drama,tvshow
The Good Wife,22/09/2009,307.846,7.56,[18],Drama,tvshow
Scorpion,22/09/2014,307.31,8.241,"[10759, 18, 80]","Action & Adventure, Drama, Crime",tvshow
Essence of Emeril,,306.218,0.0,[],,tvshow
BoJack Horseman,22/08/2014,305.914,8.557,"[16, 35, 18]","Animation, Comedy, Drama",tvshow
The Tom and Jerry Show,09/04/2014,305.609,7.182,"[10751, 16, 35, 10762]","Family, Animation, Comedy, Kids",tvshow
The Tom and Jerry Show,09/04/2014,305.609,7.182,"[10751, 16, 35, 10762]","Animation, Kids, Family, Comedy",tvshow
The Tom and Jerry Show,06/09/1975,86.58,7.699,"[16, 10762, 10751, 35]","Family, Animation, Comedy, Kids",tvshow
The Tom and Jerry Show,06/09/1975,86.58,7.699,"[16, 10762, 10751, 35]","Animation, Kids, Family, Comedy",tvshow
RuPaul's Drag Race,02/02/2009,303.864,7.5,[10764],Reality,tvshow
The Ark,01/02/2023,303.645,6.0,"[10765, 9648]","Sci-Fi & Fantasy, Mystery",tvshow
The Nanny,03/11/1993,302.563,8.088,[35],Comedy,tvshow
When Calls the Heart,11/01/2014,302.348,8.351,"[18, 35]","Drama, Comedy",tvshow
When Calls the Heart,11/01/2014,302.348,8.351,"[18, 35]","Drama, Comedy",tvshow
Marvel's Jessica Jones,20/11/2015,301.845,7.498,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
American Gods,30/04/2017,301.538,7.068,"[18, 9648, 10765]","Drama, Mystery, Sci-Fi & Fantasy",tvshow
Trust,25/03/2018,301.074,7.088,"[80, 18]","Crime, Drama",tvshow
Parks and Recreation,09/04/2009,299.255,8.01,[35],Comedy,tvshow
Once Upon a Time,23/10/2011,298.57,7.357,"[18, 10765]","Drama, Sci-Fi & Fantasy",tvshow
Velma,12/01/2023,296.913,3.474,"[16, 35]","Animation, Comedy",tvshow
Kolchak: The Night Stalker,13/09/1974,296.446,7.571,"[18, 9648, 10765]","Drama, Mystery, Sci-Fi & Fantasy",tvshow
I Dream of Jeannie,18/09/1965,296.441,7.839,"[10765, 35, 10751]","Sci-Fi & Fantasy, Comedy, Family",tvshow
Banshee,11/01/2013,296.349,8.0,"[80, 18]","Crime, Drama",tvshow
Quantum Leap,26/03/1989,294.596,8.047,"[10765, 10759, 18]","Sci-Fi & Fantasy, Action & Adventure, Drama",tvshow
Quantum Leap,26/03/1989,294.596,8.047,"[10765, 10759, 18]","Sci-Fi & Fantasy, Drama, Mystery",tvshow
Quantum Leap,19/09/2022,138.331,7.261,"[10765, 18, 9648]","Sci-Fi & Fantasy, Action & Adventure, Drama",tvshow
Quantum Leap,19/09/2022,138.331,7.261,"[10765, 18, 9648]","Sci-Fi & Fantasy, Drama, Mystery",tvshow
Last Week Tonight with John Oliver,27/04/2014,293.881,7.879,"[10767, 35, 10763]","Talk, Comedy, News",tvshow
No Hiding Place,16/09/1959,292.619,3.7,"[80, 18]","Crime, Drama",tvshow
Wrecked,14/06/2016,292.336,6.557,"[35, 10764]","Comedy, Reality",tvshow
Salem's Lot,17/11/1979,291.983,6.836,[9648],Mystery,tvshow
Magnum P.I.,24/09/2018,291.656,7.616,"[10759, 18, 80]","Action & Adventure, Drama, Crime",tvshow
Salem,20/04/2014,291.051,7.255,"[10765, 9648, 18]","Sci-Fi & Fantasy, Mystery, Drama",tvshow
I'm a Celebrity: Get Me Out of Here!,01/02/2015,290.639,4.5,[10764],Reality,tvshow
The Incredible Hulk,04/11/1977,290.116,7.2,"[10765, 10759, 18]","Sci-Fi & Fantasy, Action & Adventure, Drama",tvshow
The Incredible Hulk,04/11/1977,290.116,7.2,"[10765, 10759, 18]","Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",tvshow
The Incredible Hulk,08/09/1996,34.83,6.1,"[16, 10759, 18, 10765]","Sci-Fi & Fantasy, Action & Adventure, Drama",tvshow
The Incredible Hulk,08/09/1996,34.83,6.1,"[16, 10759, 18, 10765]","Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",tvshow
Whiskey Cavalier,27/02/2019,288.191,6.911,"[18, 35, 80]","Drama, Comedy, Crime",tvshow
The Last Kingdom,10/10/2015,288.03,8.256,"[10759, 18, 10768]","Action & Adventure, Drama, War & Politics",tvshow
The Last Kingdom,10/10/2015,288.03,8.256,"[10759, 18, 10768]","Action & Adventure, Drama, War & Politics",tvshow
Siren,29/03/2018,287.538,7.734,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Drew Barrymore Show,14/09/2020,287.398,5.1,[10767],Talk,tvshow
Cougar Town,23/09/2009,287.221,6.406,[35],Comedy,tvshow
Leave It to Beaver,04/10/1957,285.744,7.0,"[35, 10751]","Comedy, Family",tvshow
Good Mythical Morning,09/01/2012,285.565,6.664,[35],Comedy,tvshow
House of the Dragon,21/08/2022,285.377,8.4,"[10765, 18, 10759]","Sci-Fi & Fantasy, Drama, Action & Adventure",tvshow
Celebrity Big Brother,09/03/2001,284.203,4.838,[10764],Reality,tvshow
Celebrity Big Brother,09/03/2001,284.203,4.838,[10764],Reality,tvshow
Celebrity Big Brother,07/02/2018,58.078,6.4,[10764],Reality,tvshow
Celebrity Big Brother,07/02/2018,58.078,6.4,[10764],Reality,tvshow
Star,14/12/2016,283.46,8.0,[18],Drama,tvshow
On Patrol: Live,22/07/2022,283.196,7.5,"[99, 80, 10764]","Documentary, Crime, Reality",tvshow
Bloodline,20/03/2015,282.948,7.147,[18],Drama,tvshow
EastEnders,19/02/1985,282.638,3.949,"[10766, 18, 80]","Soap, Drama, Crime",tvshow
The Donna Reed Show,24/09/1958,282.416,6.143,"[35, 10751]","Comedy, Family",tvshow
The Donna Reed Show,24/09/1958,282.416,6.143,"[35, 10751]","Comedy, Family",tvshow
Never Mind the Buzzcocks,12/11/1996,281.663,6.898,[35],Comedy,tvshow
Never Mind the Buzzcocks,12/11/1996,281.663,6.898,[35],Comedy,tvshow
The Affair,12/10/2014,281.454,6.619,[18],Drama,tvshow
McLeod's Daughters,08/08/2001,281.126,7.2,[18],Drama,tvshow
McLeod's Daughters,08/08/2001,281.126,7.2,[18],Drama,tvshow
Dirty John,25/11/2018,280.999,6.724,"[18, 80]","Drama, Crime",tvshow
Luther,04/05/2010,280.954,7.85,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
Shark Tank,09/08/2009,280.445,6.6,[10764],Reality,tvshow
"Have Gun, Will Travel",14/09/1957,280.4,7.5,"[37, 10759, 18]","Western, Action & Adventure, Drama",tvshow
"Have Gun, Will Travel",14/09/1957,280.4,7.5,"[37, 10759, 18]","Western, Action & Adventure, Drama",tvshow
So You Think You Can Dance,20/07/2005,279.398,6.984,[10764],Reality,tvshow
So You Think You Can Dance,20/07/2005,279.398,6.984,[10764],Reality,tvshow
Reverie,30/05/2018,279.395,6.677,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
Untold Stories of the ER,26/04/2004,278.807,8.1,"[10759, 18, 10764]","Action & Adventure, Drama, Reality",tvshow
Untold Stories of the ER,26/04/2004,278.807,8.1,"[10759, 18, 10764]","Action & Adventure, Drama, Reality",tvshow
The Kardashians,14/04/2022,277.838,8.6,[10764],Reality,tvshow
The Kardashians,14/04/2022,277.838,8.6,[10764],Reality,tvshow
Garfield and Friends,17/09/1988,277.73,7.249,"[16, 35]","Animation, Comedy",tvshow
2 Broke Girls,19/09/2011,277.152,7.189,[35],Comedy,tvshow
Star Trek: The Next Generation,28/09/1987,276.123,8.349,"[10765, 10759, 18, 9648]","Sci-Fi & Fantasy, Action & Adventure, Drama, Mystery",tvshow
MacGyver,23/09/2016,274.462,7.29,"[18, 10759]","Drama, Action & Adventure",tvshow
MacGyver,23/09/2016,274.462,7.29,"[18, 10759]","Action & Adventure, Drama, Family, Crime, Western",tvshow
MacGyver,29/09/1985,184.636,7.734,"[10759, 18, 10751, 80, 37]","Drama, Action & Adventure",tvshow
MacGyver,29/09/1985,184.636,7.734,"[10759, 18, 10751, 80, 37]","Action & Adventure, Drama, Family, Crime, Western",tvshow
"The Gadget Show: Shop Smart, Save Money",07/06/2004,274.38,6.5,"[10763, 99]","News, Documentary",tvshow
Chicago Med,17/11/2015,273.566,8.308,[18],Drama,tvshow
The Following,21/01/2013,273.377,6.834,"[80, 18]","Crime, Drama",tvshow
My Three Sons,29/09/1960,273.351,6.371,"[35, 10751]","Comedy, Family",tvshow
We Bare Bears,24/08/2015,272.675,7.7,"[10751, 35, 16, 10762]","Family, Comedy, Animation, Kids",tvshow
Giri/Haji,17/10/2019,272.575,7.437,"[80, 18]","Crime, Drama",tvshow
Station 19,22/03/2018,272.495,8.2,"[18, 10759]","Drama, Action & Adventure",tvshow
21 Jump Street,12/04/1987,272.146,7.121,"[80, 9648, 18]","Crime, Mystery, Drama",tvshow
Dawson's Creek,20/01/1998,270.75,7.344,[18],Drama,tvshow
Oasis,17/03/2017,270.599,7.0,[10765],Sci-Fi & Fantasy,tvshow
Frontline,17/01/1983,270.402,7.581,"[99, 10763, 10767]","Documentary, News, Talk",tvshow
The Tonight Show Starring Johnny Carson,01/10/1962,270.267,7.3,[10767],Talk,tvshow
Aqua Teen Hunger Force,30/12/2000,269.396,7.4,"[16, 35]","Animation, Comedy",tvshow
Regular Show,06/09/2010,269.14,8.629,"[16, 35]","Animation, Comedy",tvshow
WWF Superstars Of Wrestling,06/09/1986,268.759,8.0,[10751],Family,tvshow
The Ellen DeGeneres Show,08/09/2003,268.684,5.7,"[35, 10767]","Comedy, Talk",tvshow
Boy Meets World,24/09/1993,268.191,8.26,"[18, 35, 10751]","Drama, Comedy, Family",tvshow
Master of None,06/11/2015,267.909,7.476,"[35, 18]","Comedy, Drama",tvshow
Come Dine with Me,10/01/2005,266.207,4.875,[10764],Reality,tvshow
Jurassic World: Chaos Theory,24/05/2024,266.006,8.264,"[16, 10759, 10765, 10762, 10751]","Animation, Action & Adventure, Sci-Fi & Fantasy, Kids, Family",tvshow
Longmire,03/06/2012,265.411,7.703,"[37, 80, 18]","Western, Crime, Drama",tvshow
Lovecraft Country,16/08/2020,265.362,7.202,"[18, 9648, 10765]","Drama, Mystery, Sci-Fi & Fantasy",tvshow
Somewhere Between,24/07/2017,265.237,6.5,"[80, 18]","Crime, Drama",tvshow
Somewhere Between,24/07/2017,265.237,6.5,"[80, 18]","Crime, Drama",tvshow
Gilmore Girls,05/10/2000,264.224,7.9,"[35, 18]","Comedy, Drama",tvshow
Schitt's Creek,13/01/2015,263.804,7.7,[35],Comedy,tvshow
The Stand,08/05/1994,262.677,6.838,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Stand,08/05/1994,262.677,6.838,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Stand,08/05/1994,262.677,6.838,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Stand,17/12/2020,132.402,6.921,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Stand,17/12/2020,132.402,6.921,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Stand,17/12/2020,132.402,6.921,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
Outer Range,14/04/2022,262.505,7.0,"[18, 9648, 10765, 37]","Drama, Mystery, Sci-Fi & Fantasy, Western",tvshow
How to Get Away with Murder,25/09/2014,262.504,7.851,"[80, 18, 9648]","Crime, Drama, Mystery",tvshow
Diagnosis: Murder,29/10/1993,261.341,7.0,"[18, 10751]","Drama, Family",tvshow
Diagnosis: Murder,29/10/1993,261.341,7.0,"[18, 10751]","Drama, Family",tvshow
POSE,03/06/2018,259.301,8.277,[18],Drama,tvshow
The Apprentice: You're Fired!,22/02/2006,259.21,5.0,[10764],Reality,tvshow
Eureka,18/07/2006,259.044,7.748,"[10765, 35, 18]","Sci-Fi & Fantasy, Comedy, Drama",tvshow
The Librarians,07/12/2014,258.867,7.267,"[10759, 18, 35]","Action & Adventure, Drama, Comedy",tvshow
Chicago Justice,01/03/2017,258.758,6.7,"[80, 18]","Crime, Drama",tvshow
"Dr. Quinn, Medicine Woman",01/01/1993,258.715,7.616,"[37, 18]","Western, Drama",tvshow
Dennis the Menace,04/10/1959,258.43,6.65,"[35, 10751]","Kids, Animation, Comedy",tvshow
Dennis the Menace,04/10/1959,258.43,6.65,"[35, 10751]","Kids, Animation, Comedy",tvshow
Dennis the Menace,09/09/1985,80.247,6.4,"[10762, 16, 35]","Kids, Animation, Comedy",tvshow
Dennis the Menace,09/09/1985,80.247,6.4,"[10762, 16, 35]","Kids, Animation, Comedy",tvshow
SS-GB,19/02/2017,258.186,6.3,"[10759, 18, 10765]","Action & Adventure, Drama, Sci-Fi & Fantasy",tvshow
Curb Your Enthusiasm,15/10/2000,256.908,8.024,[35],Comedy,tvshow
"Marcus Welby, M.D.",23/09/1969,255.869,6.5,[18],Drama,tvshow
"Marcus Welby, M.D.",23/09/1969,255.869,6.5,[18],Drama,tvshow
I Am Jazz,15/07/2015,255.568,6.0,[10764],Reality,tvshow
The Good Place,19/09/2016,255.157,8.0,"[10765, 35]","Sci-Fi & Fantasy, Comedy",tvshow
Drawn Together,27/10/2004,254.709,8.204,"[16, 35, 10764]","Animation, Comedy, Reality",tvshow
Adventure Time,05/04/2010,254.701,8.5,"[16, 35, 10765]","Animation, Comedy, Sci-Fi & Fantasy",tvshow
Hawaii Five-O,20/09/1968,254.16,6.96,"[10759, 18]","Action & Adventure, Drama",tvshow
The Crossing,02/04/2018,253.923,6.981,"[10765, 10759]","Sci-Fi & Fantasy, Action & Adventure",tvshow
JAG,23/09/1995,253.835,7.266,"[18, 10759, 80]","Drama, Action & Adventure, Crime",tvshow
Jessica's Big Little World,02/10/2023,252.925,8.6,"[16, 10762]","Animation, Kids",tvshow
Jessica's Big Little World,02/10/2023,252.925,8.6,"[16, 10762]","Animation, Kids",tvshow
Here's Lucy,23/09/1968,252.674,6.92,[35],Comedy,tvshow
Here's Lucy,23/09/1968,252.674,6.92,[35],Comedy,tvshow
Taxi,12/09/1978,252.3,7.208,"[35, 18]","Comedy, Drama",tvshow
Batman: The Animated Series,05/09/1992,252.235,8.5,"[10759, 16, 18, 9648]","Action & Adventure, Animation, Drama, Mystery",tvshow
DuckTales,18/09/1987,251.481,7.608,"[10751, 16, 9648, 10765, 35]","Family, Comedy, Animation",tvshow
DuckTales,12/08/2017,135.707,7.821,"[10751, 35, 16]","Family, Comedy, Animation",tvshow
Beat Bobby Flay,24/08/2013,251.121,6.69,[10764],Reality,tvshow
Beat Bobby Flay,24/08/2013,251.121,6.69,[10764],Reality,tvshow
Switched at Birth,06/06/2011,250.972,7.51,"[18, 10751]","Drama, Family",tvshow
Mystery Science Theater 3000,25/11/1989,250.376,7.698,"[35, 10765]","Comedy, Sci-Fi & Fantasy",tvshow
Thomas & Friends,09/10/1984,249.964,6.4,"[16, 10762]","Animation, Kids",tvshow
Dog the Bounty Hunter,31/08/2004,249.413,6.3,[],,tvshow
Silicon Valley,06/04/2014,249.189,8.115,[35],Comedy,tvshow
The Peripheral,20/10/2022,247.943,7.825,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
The Peripheral,20/10/2022,247.943,7.825,"[10765, 18]","Sci-Fi & Fantasy, Drama",tvshow
DC's Legends of Tomorrow,21/01/2016,247.91,7.3,"[10759, 10765, 18]","Action & Adventure, Sci-Fi & Fantasy, Drama",tvshow
House Hunters International,06/03/2006,247.868,6.5,[10764],Reality,tvshow
Tracker,11/02/2024,247.856,7.2,"[18, 80]","Drama, Crime",tvshow
Tracker,11/02/2024,247.856,7.2,"[18, 80]","Sci-Fi & Fantasy, Crime, Drama",tvshow
Tracker,11/02/2024,247.856,7.2,"[18, 80]","Sci-Fi & Fantasy, Crime, Drama",tvshow
Tracker,15/10/2001,50.385,5.8,"[10765, 80, 18]","Drama, Crime",tvshow
Tracker,15/10/2001,50.385,5.8,"[10765, 80, 18]","Sci-Fi & Fantasy, Crime, Drama",tvshow
Tracker,15/10/2001,50.385,5.8,"[10765, 80, 18]","Sci-Fi & Fantasy, Crime, Drama",tvshow
Impractical Jokers,15/12/2011,247.324,7.895,[35],Comedy,tvshow
The Grim Adventures of Billy and Mandy,24/08/2001,247.255,8.0,"[16, 35, 10762]","Animation, Comedy, Kids",tvshow
